level_0,index,Address,Area,Broker,Broker_Company,Distance,New,Price,Price/m2,Rooms,Title,url,lon,lat,Street,StreetNumber,Neigh,City,Construction_Year,Type,Zip_Region,bathroom,Modernization,Precision
271,333,"Kopenhagener Straße 24, Prenzlauer Berg, Berlin",57.05,Herr Atilla Yüksel,Immoteam Gesellschaft für Wohnprojekte mbH,2.35,1.0,319.48,5.6,2 ,NEUSuper geschnittene 2-Zimmer Wohnung in Toplage von Prenzlauer Berg .,https://www.immobilienscout24.de/expose/123477975,13.4055602,52.5489859,Kopenhagener Straße,24, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
272,326,"Kopenhagener Straße 24, Prenzlauer Berg, Berlin",55.62,Herr Atilla Yüksel,Immoteam Gesellschaft für Wohnprojekte mbH,2.35,1.0,311.472,5.6,2 ,NEUSuper geschnittene 2-Zimmer Wohnung in Toplage von Prenzlauer Berg .,https://www.immobilienscout24.de/expose/123478370,13.4055602,52.5489859,Kopenhagener Straße,24, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
273,237,"Prenzlauer Berg, Berlin",27.22,Herr Fabrizio Selvaggi,Immobilienberatung,2.35,0.0,159.0,5.841,1 ,Bequem und gut gelegen 1-Zimmer-Wohnung in Prenzlauer Berg,https://www.immobilienscout24.de/expose/121004148,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1960.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",,,0.0
274,359,"Kopenhagener Straße 24, Prenzlauer Berg, Berlin",70.09,Herr Atilla Yüksel,Immoteam Gesellschaft für Wohnprojekte mbH,2.35,1.0,392.0,5.593,"2,5 ","NEUSuper geschnittene 2,5-Zimmer Wohnung in Toplage von Prenzlauer Berg .",https://www.immobilienscout24.de/expose/122921451,13.4055602,52.5489859,Kopenhagener Straße,24, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
275,219,"Talstr. 4, Pankow (Ortsteil), Berlin",63.5,Frau Heike Pippow,STRATEGIS AG,2.38,0.0,359.5,5.6610000000000005,2 ,Frau Heike PippowSTRATEGIS AG,https://www.immobilienscout24.de/expose/111202428,13.4248497,52.5544816,Talstr.,4, Pankow (Ortsteil), Berlin,2017.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",,,1.0
276,217,"Talstr. 4, Pankow (Ortsteil), Berlin",64.11,Frau Heike Pippow,STRATEGIS AG,2.38,0.0,319.5,4.984,2 ,Frau Heike PippowSTRATEGIS AG,https://www.immobilienscout24.de/expose/106178005,13.4248497,52.5544816,Talstr.,4, Pankow (Ortsteil), Berlin,2017.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",1.0,,1.0
277,262,"Gesundbrunnen, Berlin",46.45,Frau Britta C. Gruttmann,Gruttmann Immobilien GmbH,2.38,1.0,199.0,4.284,"1,5 ",NEUZUM NEU PLANEN & SELBSTGESTALTEN - RUHIG ZUM INNENHOF GELEGEN & MIT BALKON - TOLLE KIEZLAGE,https://www.immobilienscout24.de/expose/123460214,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1905.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,0.0
278,218,"Talstr. 4, Pankow (Ortsteil), Berlin",61.47,Frau Heike Pippow,STRATEGIS AG,2.38,0.0,349.5,5.686,2 ,Frau Heike PippowSTRATEGIS AG,https://www.immobilienscout24.de/expose/111202374,13.4248497,52.5544816,Talstr.,4, Pankow (Ortsteil), Berlin,2017.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",,,1.0
281,255,"Letteallee 8, Reinickendorf (Ortsteil), Berlin",61.0,Frau Tatjana Bogucz,Home Estate 360 GmbH,2.39,0.0,189.0,3.0980000000000003,2 ,Top Lage -10 U- Bahn Min zum Alex- vermietet- provisionsfrei,https://www.immobilienscout24.de/expose/116851480,13.3665363,52.5629819,Letteallee,8, Reinickendorf (Ortsteil), Berlin,1926.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",1.0,,1.0
282,314,"Letteallee 8, Reinickendorf (Ortsteil), Berlin",61.0,Frau Tatjana Bogucz,Home Estate 360 GmbH,2.39,1.0,288.0,4.721,2 ,"NEUTop sanierte, gut vermietete zwei Zimmerwohnung mit Balkon- nähe Schäfersee",https://www.immobilienscout24.de/expose/122998942,13.3665363,52.5629819,Letteallee,8, Reinickendorf (Ortsteil), Berlin,1926.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",1.0,,1.0
279,236,"Reinickendorf (Ortsteil), Berlin",51.56,Ihr McMakler Team,McMakler GmbH,2.39,1.0,157.7,3.059,2 ,NEURenditestarke Kapitalanlage nahe Residenzstraße: Vermietete 2-Zi.-ETW mit Balkon in Reinickendorf,https://www.immobilienscout24.de/expose/122970613,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1998.0,,"13409 Berlin, Reinickendorf (Ortsteil)",1.0,,0.0
280,268,"Gesundbrunnen, Berlin",36.0,Frau Britta C. Gruttmann,Gruttmann Immobilien GmbH,2.39,1.0,210.0,5.832999999999998,"1,5 ",NEURUHIGE SINGLE-WOHNUNG - MIT BALKON UND BLICK INS GRÜNE - NACH ABSPRACHE BEZUGSFREI,https://www.immobilienscout24.de/expose/122370965,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1905.0, Hochparterre ,"13357 Berlin, Gesundbrunnen",1.0, zuletzt 2015 ,0.0
283,240,"Gesundbrunnen, Berlin",21.0,Engel & Völkers Berlin Mitte,Engel & Völkers Berlin Mitte GmbH,2.42,0.0,165.0,7.857,1 ,Kapitalanlage im Studio House direkt am Mauerpark!,https://www.immobilienscout24.de/expose/121043639,13.3913953,52.5371262,,,Gesundbrunnen, Berlin,2017.0, Sonstige ,"13355 Berlin, Gesundbrunnen",1.0,,0.0
284,229,"Rosenthal, Berlin",39.1,Herr Marko Künne Immobilien,Marko Künne Immobilien,2.44,0.0,125.0,3.197,1 ,*** Eigentumswohnung Berlin * Balkon * EBK ***,https://www.immobilienscout24.de/expose/109499003,13.3755194,52.5983189,,,Rosenthal, Berlin,1996.0, Etagenwohnung ,"13158 Berlin, Rosenthal",, zuletzt 1996 ,0.0
285,302,"Rosenthal, Berlin",85.0,Frau Eva Schwab,Eva Schwab,2.45,0.0,263.5,3.1,3 ,Wohnen im grünen Bezirk der Großstadt,https://www.immobilienscout24.de/expose/122178884,13.3755194,52.5983189,,,Rosenthal, Berlin,1997.0, Erdgeschosswohnung ,"13158 Berlin, Rosenthal",1.0,,0.0
286,306,"Rosenthal, Berlin",87.0,Frau Eva Schwab,Eva Schwab,2.45,0.0,269.7,3.1,3 ,Wohnen im grünen Bezirk der Großstadt,https://www.immobilienscout24.de/expose/122179378,13.3755194,52.5983189,,,Rosenthal, Berlin,1997.0, Erdgeschosswohnung ,"13158 Berlin, Rosenthal",2.0,,0.0
287,390,"Reinickendorf (Ortsteil), Berlin",140.0,   IMMOBERLIN.DE,IMMOBERLIN Carsten D. Topel,2.45,1.0,649.0,4.636,4 ,NEUIMMOBERLIN.DE - Großzügige Wohnung mit ruhigem Südbalkon & Garage,https://www.immobilienscout24.de/expose/123003726,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",,,0.0
288,267,"Prenzlauer Berg, Berlin",30.0,von privat,,2.45,1.0,210.0,7.0,1 ,"NEUBezugsfreie 1-Zimmer-Erdgeschosswohnung mit GARTEN in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/123166928,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1902.0, Erdgeschosswohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,0.0
289,258,"Kastanienallee 19 a, Rosenthal, Berlin",59.0,Herr Roman Schönherr,MI-KA Immobilien GmbH,2.45,1.0,198.0,3.3560000000000003,2 ,NEUHelle Neubau-Wohnung mit gutem Grundriss u. Balkon in gepfl. Wohnanlage/Kauf TG-Stellplatz optional,https://www.immobilienscout24.de/expose/123684108,13.404336,52.5331313,Kastanienallee 19,a, Rosenthal, Berlin,1996.0, Etagenwohnung ,"13158 Berlin, Rosenthal",,,1.0
290,287,"Niederschönhausen, Berlin",60.0,Till Haermeyer,Engel + Zybell Immobilienberatungs- und Vertriebs GmbH & Co.KG,2.45,1.0,245.0,4.083,2 ,NEUSanierter Altbau: bezugsfreie Eigentumswohnung zum Selbstausbau,https://www.immobilienscout24.de/expose/123144988,13.401397,52.5858062,,,Niederschönhausen, Berlin,, Etagenwohnung ,"13407 Berlin, Niederschönhausen",,,0.0
291,391,"Prenzlauer Berg, Berlin",90.0,Sebastian Trommer,ImmoSky Deutschland GmbH,2.46,0.0,649.0,7.211,3 ,Bezugsfreier Familientraum am Mauerpark,https://www.immobilienscout24.de/expose/120173054,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1910.0,,"10437 Berlin, Prenzlauer Berg",1.0,,0.0
292,363,"Korsörer Straße 5, Prenzlauer Berg, Berlin",64.94,Firma ZIEGERT - Ihr Makler in Berlin!,ZIEGERT – Bank- und Immobilienconsulting GmbH,2.46,0.0,439.0,6.76,2 ,KORSØRER 5 – attraktive 2-Zimmer-Wohnung im Skandinavischen Viertel,https://www.immobilienscout24.de/expose/122697050,13.4036266,52.5478306,Korsörer Straße,5, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
293,319,"Reinickendorf (Ortsteil), Berlin",75.0,Herr Thomas Schwinn,Postbank Immobilien GmbH,2.46,1.0,295.0,3.933,3 ,NEU3 separate Zimmer + Balkon + Stellplatz ,https://www.immobilienscout24.de/expose/123491826,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1985.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",,,0.0
295,369,"Talstr. 5, Pankow (Ortsteil), Berlin",70.22,Frau Heike Pippow,STRATEGIS AG,2.47,0.0,469.5,6.686,2 ,Frau Heike PippowSTRATEGIS AG,https://www.immobilienscout24.de/expose/118890367,13.4258843,52.5546157,Talstr.,5, Pankow (Ortsteil), Berlin,2017.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",,,1.0
294,353,"Talstr. 5, Pankow (Ortsteil), Berlin",61.52,Frau Heike Pippow,STRATEGIS AG,2.47,0.0,359.5,5.8439999999999985,2 ,Frau Heike PippowSTRATEGIS AG,https://www.immobilienscout24.de/expose/118827089,13.4258843,52.5546157,Talstr.,5, Pankow (Ortsteil), Berlin,2017.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",,,1.0
296,297,"Klemkestr. 39, Reinickendorf (Ortsteil), Berlin",63.86,Herr Ronald Stapke,Deutsche Wohnen Gruppe,2.48,0.0,259.0,4.056,"2,5 ",Herr Ronald StapkeDeutsche Wohnen Gruppe,https://www.immobilienscout24.de/expose/123483563,13.3641005,52.5745246,Klemkestr.,39, Reinickendorf (Ortsteil), Berlin,1928.0, Erdgeschosswohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",, zuletzt 2020 ,1.0
297,321,"Kastanienallee 19 c, Rosenthal, Berlin",84.8,Herr Roman Schönherr,MI-KA Immobilien GmbH,2.49,0.0,296.5,3.4960000000000004,3 ,Zw. Friedrich-Engels- u. Dietzgenstr./Helle und ruhige Wohnung in gepfl. Anlage/Balkon u. Aufzug,https://www.immobilienscout24.de/expose/121531845,13.404336,52.5331313,Kastanienallee 19,c, Rosenthal, Berlin,1996.0, Etagenwohnung ,"13158 Berlin, Rosenthal",,,1.0
298,386,"Prenzlauer Berg, Berlin",100.0,Herr Lukas Doberenz,IMMODO GmbH,2.49,1.0,600.0,6.0,"2,5 ",NEUGelegenheit in Prenzl Berg - großzügig geschnittene 3-Zimmer Altbau Wohnung mit Balkon,https://www.immobilienscout24.de/expose/123138053,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1905.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,0.0
299,310,"Prenzlauer Berg, Berlin",56.0,Frau Hanna Klar,Postbank Immobilien GmbH,2.5,0.0,277.0,4.9460000000000015,2 ,Ruhig gelegene Altbau-Wohnung nahe Mauerpark - bezugsfrei!,https://www.immobilienscout24.de/expose/119079474,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1901.0, Erdgeschosswohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,0.0
300,252,"Gesundbrunnen, Berlin",42.0,Herr Kooperation mit Roman Seidl Immobilien,Rüdiger Wilkanowski Immobilien,2.51,1.0,180.0,4.2860000000000005,1 ,NEU**PROVISIONSFREI - 1 Zi - Stilechte Altbauwohnung im Wedding-Kiez - richtig schön und frei lieferbar,https://www.immobilienscout24.de/expose/123625419,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1908.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,0.0
301,288,"Schillerstraße 12C, Niederschönhausen, Berlin",67.44,Herr Maximilian Zellmann,ZMP Immobilien,2.51,0.0,245.0,3.633,2 ,Bezugsfreie 2 Zimmerwohnung in Niederschönhausen ,https://www.immobilienscout24.de/expose/122053185,13.4103807,52.5917163,Schillerstraße,12C, Niederschönhausen, Berlin,1910.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",1.0,,1.0
302,387,"Rhinower Straße 5, Prenzlauer Berg, Berlin",90.0,von privat,,2.51,1.0,600.0,6.667000000000002,2 ,"NEUCharmante, großzügige zwei Zimmer Wohnung, von Privat und bezugsfrei",https://www.immobilienscout24.de/expose/122352246,13.4101238,52.5484679,Rhinower Straße,5, Prenzlauer Berg, Berlin,, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
303,249,"Korsörerstr. 23, Prenzlauer Berg, Berlin",33.0,Herr karl mittermayer,Karl Mittermayer Immobilien,2.51,0.0,179.0,5.424,1 ,1 ZKDB  -  33 QM - BEZUGSFREI - 1.OG Seitenflügel,https://www.immobilienscout24.de/expose/122106224,13.4041738,52.5477098,Korsörerstr.,23, Prenzlauer Berg, Berlin,, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",,,1.0
304,381,"Rosenthal, Berlin",134.0,Frau Maria Kroll,massa haus – Maria Kroll,2.52,0.0,550.0,4.104,4 ,"++GROßZÜGIGE EIGENTUMSWOHNUNG MIT TERRASSE, WINTERGARTEN  UND STELLPLATZ++",https://www.immobilienscout24.de/expose/116609536,13.3755194,52.5983189,,,Rosenthal, Berlin,1998.0, Erdgeschosswohnung ,"13158 Berlin, Rosenthal",1.0,,0.0
305,293,"Korsörer Str. 23, Prenzlauer Berg, Berlin",55.0,Herr Serge Tcherniak,Sergei Tcherniak,2.52,0.0,250.0,4.545,2 ,City Apartment Nähe Mauer Park in Kietzlage. Bezugsfrei ab April 2021.,https://www.immobilienscout24.de/expose/116055487,13.4041738,52.5477098,Korsörer Str.,23, Prenzlauer Berg, Berlin,1930.0, Erdgeschosswohnung ,"10437 Berlin, Prenzlauer Berg",1.0, zuletzt 2019 ,1.0
306,392,"Prenzlauer Berg, Berlin",78.0,Frau Susanne Im,HC Immobilien Consulting Heydukowski & Co. GbR,2.52,0.0,650.0,8.333,3 ,"3 Zimmer Wohnung Berlin-Prenzlauer Berg, optimale Lage",https://www.immobilienscout24.de/expose/114175084,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1885.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",,,0.0
307,284,"Heinz-Galinski-Straße 15, Gesundbrunnen, Berlin",76.0,Frau Michelle Wustrack,Menken + Schlief GmbH,2.52,1.0,239.0,3.145,2 ,NEUGut geschnittene 2-Zimmer-Wohnung direkt gegenüber vom Jüdischen Krankenhaus im Wedding,https://www.immobilienscout24.de/expose/123032892,13.3719695,52.5550173,Heinz-Galinski-Straße,15, Gesundbrunnen, Berlin,, Etagenwohnung ,"13347 Berlin, Gesundbrunnen",1.0,,1.0
308,285,"Friedrich-Wilhelm-Straße 74, Reinickendorf (Ortsteil), Berlin",58.41,Frau Simone Sczepanski,Berlinmaegleren GmbH,2.53,1.0,240.0,4.109,"1,5 ","NEUGepflegte, möblierte 1,5-Zimmerwohnung mit Balkon",https://www.immobilienscout24.de/expose/123147489,13.380800261151142,52.4580907,Friedrich-Wilhelm-Straße,74, Reinickendorf (Ortsteil), Berlin,1964.0, Etagenwohnung ,"13409 Berlin, Reinickendorf, Reinickendorf (Ortsteil)",,,1.0
309,281,"Exerzierstraße 30, Gesundbrunnen, Berlin",63.97,Herr André Ahrends,ACCENTRO GmbH,2.54,0.0,225.7,3.528,2 ,Ihre vermietete Wohnung in nachgefragter Lage in Berlin-Wedding,https://www.immobilienscout24.de/expose/111389887,13.3725592,52.5542589,Exerzierstraße,30, Gesundbrunnen, Berlin,1989.0, Erdgeschosswohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
310,394,"Prenzlauer Berg, Berlin",113.0,Herr René Hoyer,Hypopunkt GmbH,2.54,0.0,695.0,6.15,3 ,Loft im Prenzlauer Berg - Sofort bezugsfrei!,https://www.immobilienscout24.de/expose/122574111,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",2.0, zuletzt 2009 ,0.0
311,317,"Exerzierstraße 32, Gesundbrunnen, Berlin",82.1,Herr André Ahrends,ACCENTRO GmbH,2.56,1.0,294.3,3.585,3 ,NEUVermietete 3-Zimmerwohnung als sichere Kapitalanlage,https://www.immobilienscout24.de/expose/108517464,13.3723278,52.5542882,Exerzierstraße,32, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
312,356,"Gesundbrunnen, Berlin",94.55,Herr Hagen Bredfeldt,Postbank Immobilien GmbH,2.56,0.0,378.0,3.998,4 ,"Solide Kapitalanlage, gute Rendite, Steigerungspotential.",https://www.immobilienscout24.de/expose/122158420,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1900.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",2.0, zuletzt 2008 ,0.0
313,327,"Exerzierstraße 32, Gesundbrunnen, Berlin",89.77,Herr André Ahrends,ACCENTRO GmbH,2.56,0.0,311.7,3.472,3 ,Vermietete Eigentumswohnung als Kapitalanlage in Wedding,https://www.immobilienscout24.de/expose/108517543,13.3723278,52.5542882,Exerzierstraße,32, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
314,279,"Gleimstraße 58, Prenzlauer Berg, Berlin",41.53,Herr Uwe Prommer - Manager ,IBF Immobilienkontor GmbH,2.56,0.0,222.0,5.346,1 ,FALKPALTZ-ERSTKLASSIGE-TOP SANIERTE-1-Zi.-Altbauwhg. Dielen-sonniger Balkon-Oase der Ruhe!,https://www.immobilienscout24.de/expose/120795548,13.4026323,52.5468424,Gleimstraße,58, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0, zuletzt 2020 ,1.0
315,354,"Rosenthal, Berlin",70.0,Herr Arash Forotanian,Postbank Immobilien GmbH,2.56,0.0,368.0,5.2570000000000014,3 ,Neubauwohnung im besten Zustand und Top-Ausstattung,https://www.immobilienscout24.de/expose/122181963,13.3755194,52.5983189,,,Rosenthal, Berlin,2019.0, Etagenwohnung ,"13158 Berlin, Rosenthal",1.0,,0.0
316,329,"Exerzierstraße 32, Gesundbrunnen, Berlin",82.1,Herr André Ahrends,ACCENTRO GmbH,2.56,1.0,317.3,3.865,3 ,NEUSolide und gut vermietete Kapitalanlage in begehrter Lage,https://www.immobilienscout24.de/expose/116807765,13.3723278,52.5542882,Exerzierstraße,32, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
317,399,"Prenzlauer Berg, Berlin",140.0,Herr Thomas Lichtl,Daniel Shamayev,2.56,0.0,880.0,6.2860000000000005,3 ,Top DG Wohnung  / HH - Prenzlauer Park gegenüber dem Mauerpark - Aufzug,https://www.immobilienscout24.de/expose/122024436,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,, Dachgeschoss ,"10437 Berlin, Prenzlauer Berg",2.0,,0.0
324,291,"Prenzlauer Berg, Berlin",42.13,Vandenberg Immoconsult GmbH Team Vandenberg,Vandenberg Immoconsult GmbH,2.57,1.0,249.0,5.91,1 ,NEURuhige Hoflage direkt am Mauerpark: Kapitalanlage oder Eigennutzung im Gleim-Viertel!,https://www.immobilienscout24.de/expose/123197530,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0, zuletzt 2013 ,0.0
323,251,"Exerzierstraße 34, Gesundbrunnen, Berlin",47.12,Frau Vivian Buchholz,ACCENTRO GmbH,2.57,0.0,179.5,3.809,2 ,Sichere Rendite! Vermietete Eigentumswohnung in Wedding,https://www.immobilienscout24.de/expose/108517457,13.3718656,52.5544007,Exerzierstraße,34, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
322,296,"Exerzierstraße 34, Gesundbrunnen, Berlin",60.72,Frau Vivian Buchholz,ACCENTRO GmbH,2.57,0.0,255.1,4.2010000000000005,2 ,Kapitalanleger aufgepasst! Sehr gut vermietete Wohnung in bester Lage,https://www.immobilienscout24.de/expose/109943260,13.3718656,52.5544007,Exerzierstraße,34, Gesundbrunnen, Berlin,1989.0, Erdgeschosswohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
321,325,"Exerzierstraße 34, Gesundbrunnen, Berlin",60.72,Frau Vivian Buchholz,ACCENTRO GmbH,2.57,0.0,309.5,5.097,2 ,Frau Vivian BuchholzACCENTRO GmbH,https://www.immobilienscout24.de/expose/114251722,13.3718656,52.5544007,Exerzierstraße,34, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
320,247,"Exerzierstraße 34, Gesundbrunnen, Berlin",47.08,Frau Vivian Buchholz,ACCENTRO GmbH,2.57,0.0,176.7,3.753,2 ,Vermietete und modern ausgestattete Kapitalanlage als Investment,https://www.immobilienscout24.de/expose/109943430,13.3718656,52.5544007,Exerzierstraße,34, Gesundbrunnen, Berlin,1989.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
319,266,"Gleimstraße 57, Prenzlauer Berg, Berlin",43.29,Vandenberg Immoconsult GmbH Team Vandenberg,Vandenberg Immoconsult GmbH,2.57,1.0,207.5,4.793,1 ,NEUIhr neues Zuhause direkt am Mauerpark: Zum Eigenbedarf oder zur Vermietung!,https://www.immobilienscout24.de/expose/123197528,13.4029003,52.5468672,Gleimstraße,57, Prenzlauer Berg, Berlin,, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0,,1.0
318,358,"Reinickendorf (Ortsteil), Berlin",92.0,Engel & Völkers Berlin Prenzlauer Berg,Engel & Völkers Berlin Mitte GmbH,2.57,1.0,390.0,4.239,"3,5 ",NEUFamilienwohnung mit Loggia und Parkblick!,https://www.immobilienscout24.de/expose/123175619,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1929.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",1.0, zuletzt 2016 ,0.0
325,290,"Gleimstraße 0, Prenzlauer Berg, Berlin",48.0,Herr Marc Brandin,IBF Immobilienkontor GmbH,2.59,1.0,249.0,5.188,2 ,NEUTOP-GELEGENHEIT-GLEIMSTRASSE-ERSTKLASSIGE-SANIERTE-2-Zi.-Altbauwhg. schöne Dielen-eine Oase !,https://www.immobilienscout24.de/expose/123353996,13.4028617,52.5467502,Gleimstraße,0, Prenzlauer Berg, Berlin,1910.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0, zuletzt 2018 ,1.0
326,342,"Tino-Schwierzina-Straße 4, Heinersdorf, Berlin",71.28,ESCON GmbH,ESCON GmbH,2.6,1.0,338.5,4.749,2 ,NEUIhr Rückzugsort im Pankow-Heinersdorf,https://www.immobilienscout24.de/expose/123687316,13.4330114,52.5580551,Tino-Schwierzina-Straße,4, Heinersdorf, Berlin,2020.0,,"13089 Berlin / Heinersdorf, Berlin",1.0,,1.0
327,250,"Reinickendorf (Ortsteil), Berlin",67.99,Herr Uwe Schmidt,Immobilienbüro Feldt GmbH,2.61,0.0,179.0,2.633,2 ,Vermietete 2-Raum-Wohnung in gepflegter Wohnanlage,https://www.immobilienscout24.de/expose/114978846,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1976.0, Hochparterre ,"13409 Berlin, Reinickendorf (Ortsteil)",,,0.0
328,344,"Böttgerstraße 7, Gesundbrunnen, Berlin",63.5,  Privatangebot,Inseriert auf ohne-makler.net,2.63,1.0,340.0,5.354,3 ,NEUBezugsfreie 3-Zimmerwohnung * PROVISIONSFREI * Top Saniert * Sonnig * Großer Balkon * Einzugsbereit,https://www.immobilienscout24.de/expose/123415023,13.3798018,52.5496519,Böttgerstraße,7, Gesundbrunnen, Berlin,1954.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,1.0
329,341,"Böttgerstr. 7, Gesundbrunnen, Berlin",76.0,Herr Alexander Schlegel,aedibus Immobilienbetreuung,2.63,0.0,334.9,4.407,"2,5 ","schöne bezugsfreie 2,5-Zimmerwohnung mit großer Terrasse im Berliner Wedding zu verkaufen",https://www.immobilienscout24.de/expose/120306226,13.3798018,52.5496519,Böttgerstr.,7, Gesundbrunnen, Berlin,1954.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,1.0
330,303,"Residenzstraße 26 A, Reinickendorf (Ortsteil), Berlin",77.76,Jens Meyer.,Vonovia SE,2.63,0.0,264.0,3.395,"2,5 ",Kapitalanlage-Verkehrsgünstig gelegen in Reinickendorf,https://www.immobilienscout24.de/expose/122021059,13.363329,52.5655436,Residenzstraße 26,A, Reinickendorf (Ortsteil), Berlin,1933.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",,,1.0
331,295,"Stahlheimer Straße 8, Prenzlauer Berg, Berlin",48.0,von privat,,2.65,1.0,255.0,5.312,2 ,"NEUSanierte 2-Zimmer-Wohnung mit Balkon und Einbauküche in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/123383872,13.4231669,52.5507988,Stahlheimer Straße,8, Prenzlauer Berg, Berlin,1936.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2017 ,1.0
332,235,"Heinersdorf, Berlin",22.0,Chris Numrich,BB Estates GmbH,2.65,0.0,153.0,6.955,1 ,Kapitalanlage mit sehr attraktiven Renditeaussichten!,https://www.immobilienscout24.de/expose/122788468,13.4374388,52.5728482,,,Heinersdorf, Berlin,2019.0, Etagenwohnung ,"13089 Berlin, Heinersdorf",1.0,,0.0
336,305,"Prenzlauer Berg, Berlin",51.0,Herr Giulio Zanetti,Giulio Zanetti,2.67,0.0,269.0,5.275,2 ,Gleimkiez - Helle klassische 2-Zimmer-Wohnung in Altbau Seitenflügel,https://www.immobilienscout24.de/expose/121765374,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1902.0, Etagenwohnung ,"10437 Berlin, Prenzlauer Berg",1.0, zuletzt 2019 ,0.0
