level_0,index,Address,Area,Broker,Broker_Company,Distance,New,Price,Price/m2,Rooms,Title,url,lon,lat,Street,StreetNumber,Neigh,City,Construction_Year,Type,Zip_Region,bathroom,Modernization,Precision
214,5,"Gesundbrunnen, Berlin",40.0,Herr Tim Dexheimer,BRH Berlin Residential Investment GmbH,1.99,1.0,139.9,3.498,1 ,NEUGesundbrunnen! attraktives Appartment im Gartenhaus! BEZUGSFREI!,https://www.immobilienscout24.de/expose/123513950,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1908.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,0.0
213,13,"Bellermannstr 93, Gesundbrunnen, Berlin",42.0,Herr Edoardo Garoppo,Make Real Berlin,1.99,0.0,165.0,3.929,2 ,Klein aber fein: gut geschnittene helle 2Z Wohnung zwischen Volkspark Humboldthain und Gesundbrunnen,https://www.immobilienscout24.de/expose/122454033,13.3850718,52.5544262,Bellermannstr,93, Gesundbrunnen, Berlin,1932.0,,"13357 berlin, Gesundbrunnen",1.0, zuletzt 2019 ,1.0
212,110,"Prenzlauer Berg, Berlin",64.7,Herr Fabian Fracchetta,Bärlin Housing GmbH,1.99,0.0,362.32,5.6,2 ,DE / EN: vermietete Altbauwohnung als Anlage oder Eigenbedarf ohne Sperrfrist,https://www.immobilienscout24.de/expose/122604986,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1905.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,0.0
216,38,"Gesundbrunnen, Berlin",63.0,Frau Marthe Wiesner,ITTB InvesTeamBerlin Immobilien GmbH,1.99,0.0,199.0,3.159,2 ,Altbauwohnung nahe Volkspark Humboldthain - vermietet,https://www.immobilienscout24.de/expose/121627718,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,0.0
210,124,"Schönfließer Str. 5, Prenzlauer Berg, Berlin",65.31,Herr Fabian Fracchetta,Bärlin Housing GmbH,1.99,0.0,391.86,6.0,2 ,"DE / EN: sonnig, hell, ruhig zum sofort einziehen",https://www.immobilienscout24.de/expose/110424195,13.4086894,52.5530061,Schönfließer Str.,5, Prenzlauer Berg, Berlin,1905.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,1.0
209,27,"Gesundbrunnen, Berlin",42.32,Herr M. Azzaro,Schaub Immobilien GmbH,1.99,0.0,179.0,4.23,2 ,Vermietete Charmante 2-Zimmerwohnung in begehrter Lage,https://www.immobilienscout24.de/expose/113461914,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,0.0
208,115,"Schönfließer Str. 5, Prenzlauer Berg, Berlin",65.1,Herr Fabian Fracchetta,Bärlin Housing GmbH,1.99,0.0,374.325,5.75,2 ,DE / EN: Ein Baudenkmal mitten im Arnimkiez,https://www.immobilienscout24.de/expose/109867503,13.4086894,52.5530061,Schönfließer Str.,5, Prenzlauer Berg, Berlin,1905.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,1.0
211,52,"Gesundbrunnen, Berlin",50.0,ImmoClub Berlin GmbH & Co. KG,ImmoClub Berlin GmbH & Co. KG,1.99,1.0,230.0,4.6,2 ,"NEUBezugsfreie, sanierte und voll möblierte Whg in guter Lage",https://www.immobilienscout24.de/expose/123693852,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,0.0
217,265,"Grüntalerstrasse 20, Gesundbrunnen, Berlin",56.85,Herr Sebastian Ghesquier,Werde Eigentümer GmbH,2.0,1.0,206.927,3.64,3 ,NEUGesundbrunnen - Freie 57m² 3-Zi-Wohnung mit Gartenanteil - www.grüntaler20.de,https://www.immobilienscout24.de/expose/123406834,13.3889169,52.5533979,Grüntalerstrasse,20, Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
218,272,"Grüntalerstrasse 20, Gesundbrunnen, Berlin",55.04,Herr Sebastian Ghesquier,Werde Eigentümer GmbH,2.0,1.0,214.106,3.89,3 ,NEUGesundbrunnen - Freie 55m² 2-Zi-Wohnung im Seitenflügel - www.grüntaler20.de,https://www.immobilienscout24.de/expose/123406849,13.3889169,52.5533979,Grüntalerstrasse,20, Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
219,320,"Prenzlauer Berg, Berlin",59.0,Herr Giulio Zanetti,Berlin Realtor Immobilienservice GmbH,2.0,1.0,295.0,5.0,2 ,NEUPaul Robeson Str. - 2-Zimmer Altbau Wohnung im 3.OG Hinterhaus - Frei ab sofort,https://www.immobilienscout24.de/expose/123327065,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1918.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2009 ,0.0
220,364,"Prenzlauer Berg, Berlin",69.0,Engel & Völkers Berlin Prenzlauer Berg,Engel & Völkers Berlin Mitte GmbH,2.0,1.0,445.0,6.449,2 ,NEUAltbauwohnung im beliebten Arnimkiez!,https://www.immobilienscout24.de/expose/123353190,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1918.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2008 ,0.0
221,330,"Paul-Robeson-Straße 34, Prenzlauer Berg, Berlin",69.0,TEAM -  Vermietung | Verkauf,IMMS Immobilien Management & Services GmbH,2.0,1.0,319.0,4.623,2 ,NEUGelegenheit im ruhigen Gartenhaus eines im Kiez typischen Altbaus!,https://www.immobilienscout24.de/expose/123201963,13.4066525,52.5526142,Paul-Robeson-Straße,34, Prenzlauer Berg, Berlin,1918.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",, zuletzt 2015 ,1.0
222,228,"Grüntalerstrasse 20, Gesundbrunnen, Berlin",27.39,Herr Sebastian Ghesquier,Werde Eigentümer GmbH,2.0,1.0,122.981,4.49,1 ,NEUGesundbrunnen - Freie 27m² 1-Zi-Wohnung im Seitenflügel - www.grüntaler20.de,https://www.immobilienscout24.de/expose/123406607,13.3889169,52.5533979,Grüntalerstrasse,20, Gesundbrunnen, Berlin,1910.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,1.0
223,243,"Jülicher Str. x, Gesundbrunnen, Berlin",35.46,Irina Savchenko,Dominart Real Estate GmbH,2.01,1.0,169.0,4.766,1 ,"NEU1 oder 1,5 Zimmerwohnung min Südbalkon am S-Gesundbrunnen",https://www.immobilienscout24.de/expose/123337883,13.3913243,52.5505829,Jülicher Str.,x, Gesundbrunnen, Berlin,1968.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0, zuletzt 2010 ,1.0
224,334,"Niederschönhausen, Berlin",80.0,Michael Giese,CENTURY 21 PRO REAL ESTATE,2.02,0.0,320.0,4.0,2 ,WENN NICHT -  JETZT WANN DANN - bezugsfrei,https://www.immobilienscout24.de/expose/122036585,13.401397,52.5858062,,,Niederschönhausen, Berlin,1919.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,0.0
225,338,"Prenzlauer Berg, Berlin",58.0,Angebot von  Herr Eugène Mursky - MURSKY IMMOBILIEN,Inseriert auf ohne-makler.net,2.02,1.0,325.0,5.603,2 ,NEUBEZUGSFREI: Ruhige Stuck-Altbauwohnung in begehrte Lage unweit Schönhauser Allee Arkaden,https://www.immobilienscout24.de/expose/123568912,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1906.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,0.0
226,286,"Pankow (Ortsteil), Berlin",51.0,Frau Cornelia Karg,Immobilien Karg,2.04,0.0,240.0,4.706,1 ,"EIGENTUMSWOHNUNG IN BERLIN PANKOW, THULESTRAßE",https://www.immobilienscout24.de/expose/113997218,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1918.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",1.0, zuletzt 2001 ,0.0
231,274,"Körnerstraße 48, Niederschönhausen, Berlin",55.94,Wolfram Wolfram Kohly.,Vonovia SE-Selbstständiger Vertriebspartner,2.05,1.0,219.0,3.915,2 ,NEUGemütliche Zweizimmer-Altbauwohnung mit Balkon,https://www.immobilienscout24.de/expose/123111642,13.4099455,52.587501,Körnerstraße,48, Niederschönhausen, Berlin,1900.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",1.0,,1.0
229,313,"Körnerstraße 48, Niederschönhausen, Berlin",72.0,Wolfram Wolfram Kohly.,Vonovia SE-Selbstständiger Vertriebspartner,2.05,1.0,281.0,3.903,2 ,NEUVermietete Wohnung als Kapitalanlage,https://www.immobilienscout24.de/expose/123111751,13.4099455,52.587501,Körnerstraße,48, Niederschönhausen, Berlin,1900.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,1.0
230,241,"Körnerstraße 48, Niederschönhausen, Berlin",42.6,Wolfram Kohly.,Vonovia SE-Selbstständiger Vertriebspartner,2.05,1.0,168.0,3.944,2 ,NEUGemütliche Erdgeschoß-Altbauwohnung als Kapitalanlage,https://www.immobilienscout24.de/expose/123111634,13.4099455,52.587501,Körnerstraße,48, Niederschönhausen, Berlin,1900.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,1.0
227,294,"Körnerstraße 48, Niederschönhausen, Berlin",64.11,Wolfram Wolfram Kohly.,Vonovia SE-Selbstständiger Vertriebspartner,2.05,1.0,251.0,3.915,2 ,NEUKapitalanlage: Altbauwohnung in Niederschönhausen,https://www.immobilienscout24.de/expose/123111639,13.4099455,52.587501,Körnerstraße,48, Niederschönhausen, Berlin,1900.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,1.0
228,347,"Koloniestraße 140, Gesundbrunnen, Berlin",99.6,Michael Rost,WEDDING IMMOBILIEN,2.05,0.0,346.0,3.474,5 ,2 in 1 ! Bezugsfrei: 60 m2 Wohnen / Arbeiten + 40 m2 vermieteter Laden Nähe U8/U9 Osloer Straße,https://www.immobilienscout24.de/expose/119337971,13.3779687,52.5574073,Koloniestraße,140, Gesundbrunnen, Berlin,1900.0,,"13159 Berlin, Gesundbrunnen",,,1.0
232,383,"Prenzlauer Berg, Berlin",94.05,Herr Jimmy Jakobsen,Berlinmaegleren GmbH,2.06,0.0,569.0,6.05,4 ,Bezugsfreie 4-Zimmer-Altbauwohnung mit Balkon im Prenzlauer Berg,https://www.immobilienscout24.de/expose/121355061,13.413502,52.5497104,,,Prenzlauer Berg, Berlin,1900.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg, Berlin",,,0.0
233,336,"Gesundbrunnen, Berlin",75.44,Frau Nicole Wollenschläger,DKB Grund GmbH Berlin,2.06,0.0,324.0,4.295,2 ,Altbau-Schätzchen wartet auf ein Makeover,https://www.immobilienscout24.de/expose/120975614,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1911.0, Etagenwohnung ,"13359 Berlin, Gesundbrunnen",1.0, zuletzt 2003 ,0.0
234,242,"Pankow (Ortsteil), Berlin",50.57,Ihr McMakler Team,McMakler GmbH,2.07,1.0,169.0,3.342,2 ,NEUAttraktive Kapitalanlage mit Balkon in begehrter Kiezlage von Pankow-Süd,https://www.immobilienscout24.de/expose/123471717,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1930.0,,"13189 Berlin, Pankow (Ortsteil)",1.0,,0.0
235,270,"Heinrich-Böll-Str. 14, Niederschönhausen, Berlin",46.12,Herr Roman Schönherr,MI-KA Immobilien GmbH,2.07,0.0,210.0,4.553,2 ,"Nahe Pankow-Zetrum/Helle, bezugsfreie Neubauwohnung in gepfl. Wohnanlage/Südbalkon, Kfz-Stellplatz",https://www.immobilienscout24.de/expose/118795162,13.404868,52.5883767,Heinrich-Böll-Str.,14, Niederschönhausen, Berlin,1998.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,1.0
236,340,"Osloer Str. 101, Gesundbrunnen, Berlin",52.0,Herr Andreas Koschnitzke,Dr. Koschnitzke Immobilien GmbH,2.08,0.0,329.0,6.327000000000001,2 ,"Hell & Saniert, 2,5 Zi.-ETW bezugsfertig und provisionsfrei im beliebtem Mitte",https://www.immobilienscout24.de/expose/122788465,13.3804105,52.5558777,Osloer Str.,101, Gesundbrunnen, Berlin,1911.0, Etagenwohnung ,"13359 Berlin, Gesundbrunnen",1.0, zuletzt 2020 ,1.0
237,368,"Niederschönhausen, Berlin",96.26,Herr Andreas  Koch,Koch WertInvest GmbH,2.09,1.0,469.0,4.872,4 ,NEUPankow-Niederschönhausen:  Ruhige Einfamilienhaus-Lage,https://www.immobilienscout24.de/expose/123037556,13.401397,52.5858062,,,Niederschönhausen, Berlin,1933.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",1.0, zuletzt 2020 ,0.0
238,355,"Schönhauser Allee 103, Prenzlauer Berg, Berlin",66.72,Frau Nadine Jütte,Be Part of Berlin Vermittlungs GmbH,2.11,0.0,370.0,5.546,2 ,TOP-LAGE! TOP-ZUSTAND! GROßZÜGIGE UND INTERESSANTE ALTBAUWOHNUNG IN RUHIGER LAGE! PROVISIONSFREI!,https://www.immobilienscout24.de/expose/122160514,13.413911,52.5530834,Schönhauser Allee,103, Prenzlauer Berg, Berlin,1904.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,1.0
239,283,"Schönhauser Allee 103, Prenzlauer Berg, Berlin",35.7,Frau Nadine Jütte,Be Part of Berlin Vermittlungs GmbH,2.11,0.0,235.0,6.582999999999998,1 ,PROVISONSFREI! WUNDERSCHÖNE SINGLE-WOHNUNG IN ANSPRECHENDEM ALTBAU MIT GANZ VIEL CHARME! TOP-LAGE!,https://www.immobilienscout24.de/expose/122417023,13.413911,52.5530834,Schönhauser Allee,103, Prenzlauer Berg, Berlin,1906.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,1.0
240,224,"Pankow (Ortsteil), Berlin",41.7,Herr Bernd Sajdok,Bernd Sajdok Immobilienmanagement,2.11,0.0,199.0,4.772,1 ,BSI*** BELETAGE IN ALTBAUPERLE**GROSSZÜGIGE 1 ZIMMER -WHG*KOMFORTABEL*VERMIETET**! !***,https://www.immobilienscout24.de/expose/116555899,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1918.0, Sonstige ,"10439 Berlin, Pankow (Ortsteil)",1.0, zuletzt 1998 ,0.0
241,231,"Jülicher Str. 16, Gesundbrunnen, Berlin",19.0,Herr Daniel Highley,avi Pflegeimmobilien GmbH,2.12,0.0,130.0,6.8420000000000005,1 ,"Kapitalanleger aufgepasst! Studentenwohnung in Berlin! 4,70% Bruttorendite!",https://www.immobilienscout24.de/expose/115530504,13.3917342,52.5514274,Jülicher Str.,16, Gesundbrunnen, Berlin,2016.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0, zuletzt 2016 ,1.0
242,221,"Jülicher Straße 16, Gesundbrunnen, Berlin",24.68,Herr Fehst,Campus Viva Service GmbH,2.12,1.0,164.571,6.667999999999998,1 ,"NEUHervorragendes Renditeobjekt (3,5%) in Berlin-Mitte mit langfristigem Mietvertrag",https://www.immobilienscout24.de/expose/77659624,13.3917342,52.5514274,Jülicher Straße,16, Gesundbrunnen, Berlin,2016.0,,"13357 Berlin, Gesundbrunnen",1.0,,1.0
248,223,"Niederschönhausen, Berlin",63.1,Herr Altan Toraman,homepoint living GmbH,2.13,1.0,178.0,2.821,2 ,NEUAußergewöhnliche Souterrainwohnung in Berlin Pankow,https://www.immobilienscout24.de/expose/111043041,13.401397,52.5858062,,,Niederschönhausen, Berlin,1914.0, Souterrain ,"13156 Berlin, Niederschönhausen",1.0,,0.0
247,222,"Niederschönhausen, Berlin",54.09,Herr Altan Toraman,homepoint living GmbH,2.13,1.0,165.0,3.05,2 ,NEUSouterrainwohnung incl. Stellplatz in Berlin Pankow,https://www.immobilienscout24.de/expose/123147090,13.401397,52.5858062,,,Niederschönhausen, Berlin,1914.0, Souterrain ,"13156 Berlin, Niederschönhausen",1.0,,0.0
246,346,"Prenzlauer Berg, Berlin",52.0,Ilya Khmelnitsky,C.I.R. Capital Investment Real Estate Group GmbH,2.13,0.0,340.0,6.5379999999999985,2 ,"Nur 4,64% Provision! Sanierte 2-Zimmer Wohnung im trendigen Prenzlauer Berg!",https://www.immobilienscout24.de/expose/121602102,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1900.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2015 ,0.0
243,384,"Prenzlauer Berg, Berlin",70.0,Herr Hans Dester,Immorat Immobilien Consulting GmbH,2.13,0.0,585.0,8.357000000000001,2 ,"Großzügige, barrierearme 2-ZW im 2. OG mit großem Balkon in absoluter Toplage",https://www.immobilienscout24.de/expose/119760054,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,0.0
244,343,"Prenzlauer Berg, Berlin",52.0,Herr Luc Jost,BBI Berlin Brandenburg Immobilien GmbH,2.13,0.0,339.0,6.519,2 ,EXCLUSIVELY RENOVATED APARTMENT IN OLD BUILDING IN A DESIRABLE QUIET AREA NEAR ARNIMPLATZ,https://www.immobilienscout24.de/expose/121306056,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1900.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0,,0.0
245,260,"Wisbyer Straße 70, Pankow (Ortsteil), Berlin",40.2,Frau Karin Scheunemann,Lion Immobilien GmbH,2.13,0.0,198.0,4.925,1 ,Sehr gut sanierte Altbauwohnung - klein und gemütlich,https://www.immobilienscout24.de/expose/121526505,13.4167036,52.5538414,Wisbyer Straße,70, Pankow (Ortsteil), Berlin,1914.0, Etagenwohnung ,"10439 Berlin / Prenzlauer Berg, Pankow (Ortsteil)",1.0,,1.0
249,280,"Jülicher Straße 10, Gesundbrunnen, Berlin",58.6,Herr Dieter Dietzel,MarThor Immobilien GmbH,2.16,1.0,225.0,3.84,"2,5 ","NEU+vermietete 2,5-Zimmerwohnung am Gesundbrunnencenter+ Aufzug+Balkon+KEINE Käuferprovision+",https://www.immobilienscout24.de/expose/109421437,13.3911978,52.551353,Jülicher Straße,10, Gesundbrunnen, Berlin,1963.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",1.0,,1.0
250,398,"Jülicher Straße 10-13, Gesundbrunnen, Berlin",230.0,Herr Dieter Dietzel,MarThor Immobilien GmbH,2.16,1.0,800.0,3.478,12 ,"NEUKEINE Käuferprovision+Vermietet+4 x 2,5-Zimmerwohnungen+am Gesundbrunnencenter+Aufzug+Balkon+",https://www.immobilienscout24.de/expose/109605458,13.3917639,52.5525855,Jülicher Straße,10-13, Gesundbrunnen, Berlin,1963.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",4.0,,1.0
252,234,"Gesundbrunnen, Berlin",20.0,Frau Anna-Luise Stolz,Münchner IG Immobilienmanagement GmbH,2.18,0.0,142.5,7.125,1 ,MÜNCHNER IG: 4 % Rendite - Neuwertiges Studenten-Apartment in Bestlage inkl. Mietgarantie bis 2024,https://www.immobilienscout24.de/expose/122841455,13.384846,52.5509201,,,Gesundbrunnen, Berlin,, Sonstige ,"13357 Berlin, Gesundbrunnen",1.0,,0.0
251,227,"Dietzgenstraße  92, Niederschönhausen, Berlin",38.1,Herr Roman Schönherr,MI-KA Immobilien GmbH,2.18,0.0,120.0,3.15,1 ,Nahe Pankow-Zetrum/Helle Wohnung mit gutem Grundriss in gepflegtem Stuck-Altbau,https://www.immobilienscout24.de/expose/112034388,13.4019203,52.5895591,Dietzgenstraße ,92, Niederschönhausen, Berlin,1910.0, Etagenwohnung ,"13156 Berlin, Niederschönhausen",,,1.0
253,300,"Niederschönhausen, Berlin",60.8,Frau Tamara Cordes,Cordes Immobilien GmbH,2.2,0.0,260.0,4.276,3 ,Eigentumswohnung als Kapitalanlage,https://www.immobilienscout24.de/expose/113127123,13.401397,52.5858062,,,Niederschönhausen, Berlin,1930.0, Erdgeschosswohnung ,"13156 Berlin, Niederschönhausen",1.0, zuletzt 1998 ,0.0
255,377,"Niederschönhausen, Berlin",88.57,von privat,,2.22,1.0,490.0,5.532,3 ,NEUVollständig sanierte  3-Zimm-DG-Wohnung mit Terrasse und EBK in Berlin-Rosenthal (Pankow),https://www.immobilienscout24.de/expose/123273104,13.401397,52.5858062,,,Niederschönhausen, Berlin,,,"13156 Berlin, Niederschönhausen",,,0.0
254,376,"Gesundbrunnen, Berlin",105.41,Herr Dipl. Ing. Klaus Koeppl,KOEPPL Immobilienlotse,2.22,0.0,488.0,4.63,4 ,2 Altbau-Wohnungen - zusammenlegbar - vermietet - gefragte Innenstadtlage,https://www.immobilienscout24.de/expose/108928495,13.384846,52.5509201,,,Gesundbrunnen, Berlin,1870.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",,,0.0
257,379,"Jülicher Straße 13, Gesundbrunnen, Berlin",113.0,Herr Dieter Dietzel,MarThor Immobilien GmbH,2.23,1.0,500.0,4.425,6 ,"NEUbezugsfrei+2 mal 2,5-Zimmer-WE+direkt übereinander+ am Gesundbrunnen +KEINE Käuferprovision",https://www.immobilienscout24.de/expose/123405049,13.3910772,52.5507448,Jülicher Straße,13, Gesundbrunnen, Berlin,1963.0, Etagenwohnung ,"13357 Berlin, Gesundbrunnen",2.0,,1.0
256,259,"Jülicher Straße 13, Gesundbrunnen, Berlin",55.24,Uwe Voigtländer,Uwe Voigtländer Immobilien,2.23,1.0,198.0,3.584,3 ,"NEUBezugsfrei, provisionsfrei, renovierungsbedürftig",https://www.immobilienscout24.de/expose/122945256,13.3910772,52.5507448,Jülicher Straße,13, Gesundbrunnen, Berlin,1963.0, Hochparterre ,"13357 Berlin, Gesundbrunnen",,,1.0
258,245,"Pankow (Ortsteil), Berlin",55.93,Ihr McMakler Team,McMakler GmbH,2.24,1.0,170.0,3.04,3 ,NEUVermietete Kapitalanlage: Helle 3-Zimmer-Wohnung mit Balkon - ideal für Kleinanleger,https://www.immobilienscout24.de/expose/123610844,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1962.0,,"13189 Berlin, Pankow (Ortsteil)",1.0, zuletzt 1998 ,0.0
259,263,"Pankow (Ortsteil), Berlin",67.0,   IMMOBERLIN.DE,IMMOBERLIN Carsten D. Topel,2.25,1.0,199.0,2.97,4 ,NEUIMMOBERLIN.DE - Exzellente vermietete Wohnung mit Westbalkon,https://www.immobilienscout24.de/expose/123393968,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1962.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",,,0.0
260,311,"Letteallee 26, Reinickendorf (Ortsteil), Berlin",68.0,Herr Edoardo Garoppo,Make Real Berlin,2.26,1.0,279.0,4.103,2 ,NEURenovierte 2Z Wohnung in Reinickendorf,https://www.immobilienscout24.de/expose/123486641,13.3686604,52.563051,Letteallee,26, Reinickendorf (Ortsteil), Berlin,1920.0, Hochparterre ,"13409 Berlin, Reinickendorf (Ortsteil)",1.0, zuletzt 2015 ,1.0
261,388,"Prenzlauer Berg, Berlin",76.0,Sebastian Trommer,ImmoSky Deutschland GmbH,2.27,0.0,600.0,7.895,2 ,Hochwertige Altbauperle in Prenzlauer Berg,https://www.immobilienscout24.de/expose/112305230,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1906.0,,"10439 Berlin, Prenzlauer Berg",1.0,,0.0
262,322,"Prenzlauer Berg, Berlin",56.0,Frau Carina Schmidt ,Die Charlottenburger - Immobilienagentur Carina Schmidt,2.28,1.0,299.0,5.339,2 ,NEUGemütliche 2-Zimmer-Wohnung für Selbstnutzer,https://www.immobilienscout24.de/expose/123171279,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1900.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2010 ,0.0
263,382,"Pankow (Ortsteil), Berlin",84.0,Engel & Völkers Berlin Prenzlauer Berg,Engel & Völkers Berlin Mitte GmbH,2.31,0.0,559.0,6.655,4 ,Moderne Familienwohnung mit Balkon!,https://www.immobilienscout24.de/expose/122348444,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,2014.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",1.0,,0.0
264,318,"Heegermühler Weg 14, Niederschönhausen, Berlin",88.05,Frau Michelle Reinemann,Wolfgang Herch Immobilien e.K.,2.33,0.0,294.5,3.345,3 ,Traumhafte 3 ZKB Wohnung zur Kapitalanlage in Pankow,https://www.immobilienscout24.de/expose/118106204,13.3755596,52.5846944,Heegermühler Weg,14, Niederschönhausen, Berlin,1996.0, Erdgeschosswohnung ,"13156 Berlin, Niederschönhausen",1.0, zuletzt 1996 ,1.0
265,328,"Reinickendorf (Ortsteil), Berlin",90.0,Team RDM Verbandsmakler  Klug Immobilien GmbH,Klug Immobilien GmbH,2.33,1.0,315.0,3.5,"3,5 ","NEUReinickendorf! Modernisierte 3,5 Zimmer Altbauwohnung mit Balkon unweit Schäfersee",https://www.immobilienscout24.de/expose/123482277,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1927.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",, zuletzt 2005 ,0.0
266,395,"Prenzlauer Berg, Berlin",113.0,Engel & Völkers Berlin Prenzlauer Berg,Engel & Völkers Berlin Mitte GmbH,2.33,0.0,749.0,6.627999999999999,3 ,Stilvolle Altbauwohnung im Arnimkiez!,https://www.immobilienscout24.de/expose/119835447,13.4285652,52.5398466,,,Prenzlauer Berg, Berlin,1920.0, Etagenwohnung ,"10439 Berlin, Prenzlauer Berg",1.0, zuletzt 2001 ,0.0
270,220,"Schwedenstraße 10, Gesundbrunnen, Berlin",31.82,Herr Dr. Werner Baier,PRÄZISA Immobilien GmbH & Co Verwaltungs KG,2.34,1.0,98.0,3.08,1 ,"NEUPerfekter Schnitt, gut vermietet, zentrale Lage: Die ideale Kapitalanlage !",https://www.immobilienscout24.de/expose/123144819,13.373950394973244,52.55621875,Schwedenstraße,10, Gesundbrunnen, Berlin,1961.0, Hochparterre ,"13357 Berlin, Gesundbrunnen",,,1.0
269,304,"Pankow (Ortsteil), Berlin",62.0,Herr Lars Fiechtner,Bebra Management- und Immobilienverwertungs GmbH,2.34,1.0,265.0,4.274,"2,5 ","NEUfreiestehende 2,5 Zi Eigentumswohnung (denkmalgeschützt)",https://www.immobilienscout24.de/expose/123166969,13.4030903,52.5660169,,,Pankow (Ortsteil), Berlin,1925.0, Etagenwohnung ,"13189 Berlin, Pankow (Ortsteil)",1.0,,0.0
268,246,"Reinickendorf (Ortsteil), Berlin",60.0,Homeday GmbH,Homeday GmbH,2.34,1.0,175.0,2.917,2 ,NEUGut aufgeteilte 2-Zimmer-Wohnung mit Keller in Reinickendorf,https://www.immobilienscout24.de/expose/123477957,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1976.0,,"13409 Berlin, Reinickendorf (Ortsteil)",1.0,,0.0
267,233,"Reinickendorf (Ortsteil), Berlin",35.5,Aurelia Kremser,Kremser Immobilien,2.34,1.0,140.0,3.944,1 ,NEUBalkon Tiefgaragenstellplatz bezugsfrei,https://www.immobilienscout24.de/expose/123519987,13.3455963,52.5711856,,,Reinickendorf (Ortsteil), Berlin,1972.0, Etagenwohnung ,"13409 Berlin, Reinickendorf (Ortsteil)",1.0, zuletzt 2017 ,0.0
